'DatasetName'|'ElementNumber'|'ElementName'|'Code'|'CodeDescription'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908009'|'Neonatal Center'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908011'|'Pediatric Center'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908019'|'Rehab Center'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908021'|'Trauma Center Level 1'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908023'|'Trauma Center Level 2'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908025'|'Trauma Center Level 3'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908027'|'Trauma Center Level 4'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908029'|'Trauma Center Level 5'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908031'|'Cardiac-STEMI/PCI Capable'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908033'|'Cardiac-STEMI/PCI Capable (24/7)'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908035'|'Cardiac-STEMI/Non-PCI Capable'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908037'|'Stroke-Acute Stroke Ready Hospital (ASRH)'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908039'|'Stroke-Primary Stroke Center (PSC)'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908041'|'Stroke-Thrombectomy-Capable Stroke Center (TSC)'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908043'|'Stroke-Comprehensive Stroke Center (CSC)'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908045'|'Cancer Center'|
'StateDataSet'|'sFacility.04'|'Hospital Designations'|'9908047'|'Labor and Delivery'|
'StateDataSet'|'sFacility.12'|'Facility Country'|'CA'|'Canada'|
'StateDataSet'|'sFacility.12'|'Facility Country'|'MX'|'Mexico'|
'StateDataSet'|'sFacility.12'|'Facility Country'|'US'|'United States'|
