'Dataset'|'DatasetType'|'ElementNumber'|'ElementName'|'National'|'State'|'Airway'|'CardiacArrest'|'Pediatric'|'ResponseTime'|'STEMI'|'Stroke'|'Trauma'|
'EMSDataSet'|'element'|'eArrest.12'|'Any Return of Spontaneous Circulation'|'National'|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.13'|'Neurological Outcome at Hospital Discharge'|''|''|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.14'|'Date/Time of Cardiac Arrest'|'National'|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.15'|'Date/Time Resuscitation Discontinued'|''|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.16'|'Reason CPR/Resuscitation Discontinued'|'National'|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'National'|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.18'|'End of EMS Cardiac Arrest Event'|'National'|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.19'|'Date/Time of Initial CPR'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.01'|'Barriers to Patient Care'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.02'|'Last Name of Patient's Practitioner'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.03'|'First Name of Patient's Practitioner'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.04'|'Middle Name/Initial of Patient's Practitioner'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.05'|'Advance Directives'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eHistory.06'|'Medication Allergies'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.07'|'Environmental/Food Allergies'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.08'|'Medical/Surgical History'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.09'|'Medical History Obtained From'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.10'|'The Patient's Type of Immunization'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.11'|'Immunization Year'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.12'|'Current Medications'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.13'|'Current Medication Dose'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.14'|'Current Medication Dosage Unit'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.15'|'Current Medication Administration Route'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.16'|'Presence of Emergency Information Form'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.17'|'Alcohol/Drug Use Indicators'|'National'|'State'|''|''|''|''|''|''|'X'|
'EMSDataSet'|'element'|'eHistory.18'|'Pregnancy'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eHistory.19'|'Last Oral Intake'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eNarrative.01'|'Patient Care Report Narrative'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eVitals.01'|'Date/Time Vital Signs Taken'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eVitals.02'|'Obtained Prior to this Unit's EMS Care'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eVitals.03'|'Cardiac Rhythm / Electrocardiography (ECG)'|'National'|'State'|''|'X'|''|''|'X'|''|''|
'EMSDataSet'|'element'|'eVitals.04'|'ECG Type'|'National'|'State'|''|''|''|''|'X'|''|''|
'EMSDataSet'|'element'|'eVitals.05'|'Method of ECG Interpretation'|'National'|'State'|''|''|''|''|'X'|''|''|
'EMSDataSet'|'element'|'eVitals.06'|'SBP (Systolic Blood Pressure)'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eVitals.07'|'DBP (Diastolic Blood Pressure)'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eVitals.08'|'Method of Blood Pressure Measurement'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eVitals.09'|'Mean Arterial Pressure'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eVitals.10'|'Heart Rate'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eVitals.11'|'Method of Heart Rate Measurement'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eVitals.12'|'Pulse Oximetry'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eVitals.13'|'Pulse Rhythm'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eVitals.14'|'Respiratory Rate'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eVitals.15'|'Respiratory Effort'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eVitals.16'|'End Tidal Carbon Dioxide (ETCO2)'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eVitals.17'|'Carbon Monoxide (CO)'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eVitals.18'|'Blood Glucose Level'|'National'|'State'|''|''|'X'|''|''|'X'|''|
'EMSDataSet'|'element'|'eVitals.19'|'Glasgow Coma Score-Eye'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eVitals.20'|'Glasgow Coma Score-Verbal'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eVitals.21'|'Glasgow Coma Score-Motor'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eVitals.22'|'Glasgow Coma Score-Qualifier'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eVitals.23'|'Total Glasgow Coma Score'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eVitals.24'|'Temperature'|''|'State'|''|''|'X'|''|''|''|''|
'EMSDataSet'|'element'|'eVitals.25'|'Temperature Method'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eVitals.26'|'Level of Responsiveness (AVPU)'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eVitals.27'|'Pain Scale Score'|'National'|'State'|''|''|'X'|''|'X'|''|'X'|
'EMSDataSet'|'element'|'eVitals.28'|'Pain Scale Type'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eVitals.29'|'Stroke Scale Score'|'National'|'State'|''|''|''|''|''|'X'|''|
'EMSDataSet'|'element'|'eVitals.30'|'Stroke Scale Type'|'National'|'State'|''|''|''|''|''|'X'|''|
'EMSDataSet'|'element'|'eVitals.31'|'Reperfusion Checklist'|'National'|'State'|''|''|''|''|'X'|'X'|''|
'EMSDataSet'|'element'|'eVitals.32'|'APGAR'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eVitals.33'|'Revised Trauma Score'|''|''|''|''|''|''|''|''|'X'|
'EMSDataSet'|'element'|'eLabs.01'|'Date/Time of Laboratory or Imaging Result'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eLabs.02'|'Study/Result Prior to this Unit's EMS Care'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eLabs.03'|'Laboratory Result Type'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eLabs.04'|'Laboratory Result'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eLabs.05'|'Imaging Study Type'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eLabs.06'|'Imaging Study Results'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eLabs.07'|'Imaging Study File or Waveform Graphic Type'|''|''|'X'|'X'|''|''|'X'|''|''|
'EMSDataSet'|'element'|'eLabs.08'|'Imaging Study File or Waveform Graphic'|''|''|'X'|'X'|''|''|'X'|''|''|
'EMSDataSet'|'element'|'eExam.01'|'Estimated Body Weight in Kilograms'|''|'State'|''|''|'X'|''|''|''|''|
'EMSDataSet'|'element'|'eExam.02'|'Length Based Tape Measure'|''|'State'|''|''|'X'|''|''|''|''|
'EMSDataSet'|'element'|'eExam.03'|'Date/Time of Assessment'|''|''|'X'|'X'|''|''|''|'X'|''|
'EMSDataSet'|'element'|'eExam.04'|'Skin Assessment'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eExam.05'|'Head Assessment'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eExam.06'|'Face Assessment'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eExam.07'|'Neck Assessment'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eExam.08'|'Chest/Lungs Assessment'|''|''|'X'|''|'X'|''|''|''|''|
'EMSDataSet'|'element'|'eExam.09'|'Heart Assessment'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eExam.10'|'Abdominal Assessment Finding Location'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eExam.11'|'Abdomen Assessment'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eExam.12'|'Pelvis/Genitourinary Assessment'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eExam.13'|'Back and Spine Assessment Finding Location'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eExam.14'|'Back and Spine Assessment'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eExam.15'|'Extremity Assessment Finding Location'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eExam.16'|'Extremities Assessment'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eExam.17'|'Eye Assessment Finding Location'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eExam.18'|'Eye Assessment'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eExam.19'|'Mental Status Assessment'|''|''|''|'X'|''|''|''|'X'|''|
'EMSDataSet'|'element'|'eExam.20'|'Neurological Assessment'|''|''|''|'X'|''|''|''|'X'|''|
'EMSDataSet'|'element'|'eExam.21'|'Stroke/CVA Symptoms Resolved'|''|'State'|''|''|''|''|''|'X'|''|
'EMSDataSet'|'element'|'eProtocols.01'|'Protocols Used'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eProtocols.02'|'Protocol Age Category'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eMedications.01'|'Date/Time Medication Administered'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eMedications.02'|'Medication Administered Prior to this Unit's EMS Care'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eMedications.03'|'Medication Given'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eMedications.04'|'Medication Administered Route'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eMedications.05'|'Medication Dosage'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eMedications.06'|'Medication Dosage Units'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eMedications.07'|'Response to Medication'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eMedications.08'|'Medication Complication'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eMedications.09'|'Medication Crew (Healthcare Professionals) ID'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eMedications.10'|'Role/Type of Person Administering Medication'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eMedications.11'|'Medication Authorization'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eMedications.12'|'Medication Authorizing Physician'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eProcedures.01'|'Date/Time Procedure Performed'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eProcedures.02'|'Procedure Performed Prior to this Unit's EMS Care'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eProcedures.03'|'Procedure'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eProcedures.04'|'Size of Procedure Equipment'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eProcedures.05'|'Number of Procedure Attempts'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eProcedures.06'|'Procedure Successful'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eProcedures.07'|'Procedure Complication'|'National'|'State'|'X'|''|'X'|''|''|''|'X'|
'EMSDataSet'|'element'|'eProcedures.08'|'Response to Procedure'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eProcedures.09'|'Procedure Crew Members ID'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eProcedures.10'|'Role/Type of Person Performing the Procedure'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eProcedures.11'|'Procedure Authorization'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eProcedures.12'|'Procedure Authorizing Physician'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eProcedures.13'|'Vascular Access Location'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eAirway.01'|'Indications for Invasive Airway'|''|'State'|'X'|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eAirway.02'|'Date/Time Airway Device Placement Confirmation'|''|'State'|'X'|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eAirway.03'|'Airway Device Being Confirmed'|''|'State'|'X'|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eAirway.04'|'Airway Device Placement Confirmed Method'|''|'State'|'X'|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eAirway.05'|'Tube Depth'|''|''|'X'|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eAirway.06'|'Type of Individual Confirming Airway Device Placement'|''|'State'|'X'|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eAirway.07'|'Crew Member ID'|''|'State'|'X'|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eAirway.08'|'Airway Complications Encountered'|''|'State'|'X'|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eAirway.09'|'Suspected Reasons for Failed Airway Management'|''|'State'|'X'|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eAirway.10'|'Date/Time Decision to Manage the Patient with an Invasive Airway'|''|''|'X'|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eAirway.11'|'Date/Time Invasive Airway Placement Attempts Abandoned'|''|''|'X'|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDevice.01'|'Medical Device Serial Number'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDevice.02'|'Date/Time of Event (per Medical Device)'|''|''|'X'|'X'|''|''|'X'|''|''|
'EMSDataSet'|'element'|'eDevice.03'|'Medical Device Event Type'|''|''|'X'|'X'|''|''|'X'|''|''|
'EMSDataSet'|'element'|'eDevice.04'|'Medical Device Waveform Graphic Type'|''|''|'X'|'X'|''|''|'X'|''|''|
'EMSDataSet'|'element'|'eDevice.05'|'Medical Device Waveform Graphic'|''|''|'X'|'X'|''|''|'X'|''|''|
'EMSDataSet'|'element'|'eDevice.06'|'Medical Device Mode (Manual, AED, Pacing, CO2, O2, etc)'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDevice.07'|'Medical Device ECG Lead'|''|''|'X'|'X'|''|''|'X'|''|''|
'EMSDataSet'|'element'|'eDevice.08'|'Medical Device ECG Interpretation'|''|''|'X'|'X'|''|''|'X'|''|''|
'EMSDataSet'|'element'|'eDevice.09'|'Type of Shock'|''|''|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eDevice.10'|'Shock or Pacing Energy'|''|''|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eDevice.11'|'Total Number of Shocks Delivered'|''|''|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eDevice.12'|'Pacing Rate'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDisposition.01'|'Destination/Transferred To, Name'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDisposition.02'|'Destination/Transferred To, Code'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDisposition.03'|'Destination Street Address'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDisposition.04'|'Destination City'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDisposition.05'|'Destination State'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDisposition.06'|'Destination County'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDisposition.07'|'Destination ZIP Code'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDisposition.08'|'Destination Country'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDisposition.09'|'Destination GPS Location'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDisposition.10'|'Destination Location US National Grid Coordinates'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDisposition.11'|'Number of Patients Transported in this EMS Unit'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDisposition.12'|'Incident/Patient Disposition'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDisposition.13'|'How Patient Was Moved to Ambulance'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDisposition.14'|'Position of Patient During Transport'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDisposition.15'|'How Patient Was Transported From Ambulance'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDisposition.16'|'EMS Transport Method'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDisposition.17'|'Transport Mode from Scene'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDisposition.18'|'Additional Transport Mode Descriptors'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDisposition.19'|'Final Patient Acuity'|'National'|'State'|'X'|'X'|'X'|''|''|''|'X'|
'EMSDataSet'|'element'|'eDisposition.20'|'Reason for Choosing Destination'|'National'|'State'|''|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDisposition.21'|'Type of Destination'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDisposition.22'|'Hospital In-Patient Destination'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDisposition.23'|'Hospital Capability'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDisposition.24'|'Destination Team Pre-Arrival Alert or Activation'|'National'|'State'|''|'X'|''|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDisposition.25'|'Date/Time of Destination Prearrival Alert or Activation'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDisposition.26'|'Disposition Instructions Provided'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.01'|'Emergency Department Disposition'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eOutcome.02'|'Hospital Disposition'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eOutcome.03'|'External Report ID/Number Type'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.04'|'External Report ID/Number'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.05'|'Other Report Registry Type'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.06'|'Emergency Department Chief Complaint'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.07'|'First ED Systolic Blood Pressure'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.08'|'Emergency Department Recorded Cause of Injury'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.09'|'Emergency Department Procedures'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.10'|'Emergency Department Diagnosis'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.11'|'Date/Time of Hospital Admission'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.12'|'Hospital Procedures'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.13'|'Hospital Diagnosis'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.14'|'Total ICU Length of Stay'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.15'|'Total Ventilator Days'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.16'|'Date/Time of Hospital Discharge'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOutcome.17'|'Outcome at Hospital Discharge'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eCustomResults.01'|'Custom Data Element Result'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eCustomResults.02'|'Custom Element ID Referenced'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eCustomResults.03'|'CorrelationID of PatientCareReport Element or Group'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.01'|'Review Requested'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.02'|'Potential System of Care/Specialty/Registry Patient'|''|''|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eOther.03'|'Personal Protective Equipment Used'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.04'|'EMS Professional (Crew Member) ID'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.05'|'Suspected EMS Work Related Exposure, Injury, or Death'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.06'|'The Type of Work-Related Injury, Death or Suspected Exposure'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.07'|'Natural, Suspected, Intentional, or Unintentional Disaster'|''|''|''|''|''|''|''|''|'X'|
'EMSDataSet'|'element'|'eOther.08'|'Crew Member Completing this Report'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.09'|'External Electronic Document Type'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.10'|'File Attachment Type'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.11'|'File Attachment Image'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.12'|'Type of Person Signing'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.13'|'Signature Reason'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.14'|'Type Of Patient Representative'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.15'|'Signature Status'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.16'|'Signature File Name'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.17'|'Signature File Type'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.18'|'Signature Graphic'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.19'|'Date/Time of Signature'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.20'|'Signature Last Name'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eOther.21'|'Signature First Name'|''|''|''|''|''|''|''|''|''|
